PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Age,Purchase Amount,Category,Gender,Location
-1.382492312045194,-2.05728481250797,0.0821564206004372,0.9579025058924228,-0.6526520180636047,-0.24491207999602932,0.5456580693717225,0.4156813005559787,-0.09758404099558424,-0.8014152151419238,18,93,Footwear,Male,Ohio
-1.670738192203348,1.0965535015263574,1.44040941770855,0.921370266437386,-0.3542766822975674,-0.2031138858019489,0.6037147169965821,0.5432818532238433,-0.4380278624694582,0.6288553104898931,59,81,Outerwear,Male,Illinois
-1.57063356173521,0.07229001137658728,-0.1835362470246984,1.5526512903485599,-0.7483434404393483,-0.8702349356790959,-0.3684603390908274,0.22272813684977058,-0.10979404653478772,-0.08761688969896501,37,81,Accessories,Male,Georgia
-1.6029711613100925,-1.0552160302316715,0.8115686658196274,-1.3253166554106723,-1.4136472246600482,-0.7751059947319076,0.5687540485740511,-0.057870939060725546,-0.4018147778282186,-0.7028368520574961,23,52,Accessories,Male,Alabama
-1.5134648331234162,0.524593228102853,0.13567074116255126,1.855931321004217,0.2309156900826398,0.560414743894982,0.6694525216940351,0.16852100372195905,-0.20488144806706848,-0.19863430892806833,54,88,Clothing,Male,Oklahoma
-1.5583123137808368,-0.4144358698219023,-0.4701554537646044,-1.8338154536888678,0.021192736977905663,0.7961771893340093,-0.6178609574701094,0.2708960461858649,-0.3343132240247427,-0.7789693794936277,38,24,Clothing,Male,Vermont
-1.580887730809254,-1.3325800886015917,0.27455332648384523,-1.1153494470032685,-1.2612280612310098,-0.7181586344936823,-0.3140732177163146,0.025914226838985754,0.8632832195605169,0.44886595201217655,19,51,Accessories,Male,Nebraska
-1.4484289313830143,-1.3678175699075645,-0.30483487306373724,-1.6488900546782959,0.5046129822809969,-0.7835328348944298,-0.28557199745198086,0.23634151564139824,-0.4994733120438314,0.8624704739721156,34,38,Accessories,Male,Georgia
-1.5182254078644801,-1.0297472239602226,-0.3955863818462812,-0.7418085573507307,-1.0834065542941473,0.753303206444383,-0.6425326529815502,0.49850168918446097,-0.39438782914636605,0.7457328846716098,21,46,Clothing,Male,Alabama
-1.3959361617346662,-1.0414307185676652,-0.1325777854002576,-0.39388685912262966,1.5943342426967035,0.7793909330062933,-0.6099389712417781,0.43084530778877844,-0.18289954566302968,-0.1883460853645478,50,63,Clothing,Male,Minnesota
-1.5548951503479032,-0.3980339586620975,1.7268878908098575,-0.7249884009220701,0.5916449828104089,-0.6743634267318256,-0.2574271749343911,-0.11924278076716999,-0.33667483169479,-0.5998692928683276,55,72,Accessories,Male,Missouri
-1.3741984124597202,-1.524728257830895,-1.88503337860716,-0.4821973175020145,-0.04026542610336301,0.7403306111726209,-0.6706377290888267,0.24249597886145527,-0.3825728309945112,-0.6781883337712862,20,39,Clothing,Male,Georgia
-1.5967951991230815,-0.2808239559682901,-0.4239783157954749,-0.7401904023181689,-0.5272582108645372,-0.09083896232666508,-0.684533772003835,0.4162576950315866,0.9532165483976663,-0.010021952873395981,34,42,Outerwear,Male,West Virginia
-1.498841875776604,0.9175063774391702,-0.48836109917375686,1.7631215762884875,0.904932247188699,0.6162424034650675,-0.16722924900673336,0.14837446870705695,-0.0530659881478586,-0.10846864765031157,62,76,Clothing,Male,Arkansas
-1.4851240060355817,-0.6748654285779454,-1.3709005140260007,1.2234933281388136,-1.0138019604439763,-0.2090883340554375,-0.7668104054080543,0.8807168111110573,0.12237244484500118,-0.37139938379433707,21,66,Footwear,Male,Ohio
-1.2925347811956258,-2.071282600646673,-0.9785871695343663,1.431770685269768,0.12821797170020965,-0.8724062226707839,0.5591379730899797,0.18050297919974362,0.7720066459411863,0.18704655856176314,21,90,Accessories,Male,Connecticut
-1.6889291898364531,0.5204336590200266,0.7791305388228768,-0.23235517191625563,-1.134036166984159,0.6387386383888096,0.7698622095249382,0.4601664937922627,-0.1605344310122919,-0.2179851824144604,42,56,Clothing,Male,North Dakota
-1.7152625285054983,0.7419133934172498,0.03271986833459122,-0.26622076610230494,-1.6527419368465306,-0.768498559439535,-0.3239137730035352,0.11731484692366834,-0.3416510950666361,-0.5329809909817838,35,43,Accessories,Male,Kansas
-1.6221068826337743,0.038494263770233295,0.8967007939419199,0.9589312657024074,-1.0439285420577615,-0.7034339552040507,-0.8684746850762357,0.17133073573805524,-0.2918613940326792,-0.6242250256233697,39,84,Accessories,Male,Iowa
-1.5022210807957546,-0.17674728713675616,1.9637430671367584,-0.012689891350868713,1.4801914672028744,0.6733856868083801,0.7894768446004229,0.33645963622592284,-0.22185350084350525,-0.2406030618910894,68,88,Clothing,Male,Vermont
-1.395281705552581,-0.5324367497082677,-0.3279415491023128,1.5853021735954131,0.7493438432760612,-0.8124629733439839,-0.8112170076982831,0.3475934672631473,-0.41118682779935306,0.5535118508726007,46,88,Accessories,Male,Wisconsin
-1.5108851795512857,0.5180027529534488,-1.921194547579709,0.803040214521883,-0.016488339206788827,-0.8872658066546686,0.4758612054845225,-0.019051897442260823,-0.36552776075742616,-0.5498439474694261,41,42,Accessories,Male,Connecticut
-1.3751868702249546,-1.7173235542405267,-0.6635863263023064,0.5235858234967747,-0.15406040802592263,0.5880492570360915,0.714014072532289,0.35285457409202375,-0.4603221585808359,0.6499917308239158,23,73,Clothing,Male,Oklahoma
-1.544091847837643,0.11040601918226942,1.4911353311059492,-0.41066874607641884,1.4921684782651328,-0.6759901444222796,-0.6623709675129137,0.4608670180949671,-0.27041062643111236,-0.3485819700612825,68,73,Accessories,Male,Missouri
-1.7155090665512467,1.3714991262813017,-0.603262289133076,0.47086503962293974,-0.7194515111431338,-0.2145544285160509,-0.37824466648753924,0.30054574793086086,1.0428360724887384,0.18576859262053758,48,44,Footwear,Male,Tennessee
-1.6195474730653339,0.5254981604977467,-0.2147440413023845,0.9155563712737909,-1.0886626170762055,-0.3295295341223865,0.5733965743265247,0.6903239901704765,-0.2316140165025697,0.49313248670205506,38,63,Footwear,Male,New Mexico
-1.4783020920736392,-0.9414408253140021,0.37544331933812336,-0.2784446000199031,0.38304225341610454,-0.05093119582740267,-0.7195983984948081,0.23532471296853896,-0.21095857270644652,-0.7534389300393547,41,68,Outerwear,Male,Iowa
-1.6497666655536996,0.55993972717114,0.36974030753809733,-1.7886380833793003,0.6570708178399345,0.8382253950813328,-0.5003115383644345,0.4232941721287668,0.618769352904717,0.1631601205926161,58,29,Clothing,Male,Maine
-1.5784608283411181,0.47322146679973365,0.8867888241037118,1.2024411829114712,-0.4979738464597956,0.5641383229997156,0.7331090016615831,0.32524644273895725,-0.18754883547847556,-0.3047951282073019,49,85,Clothing,Male,South Dakota
-1.704154822659746,0.9682769865623478,1.0532680315439062,-1.1268345716520694,-0.2128682653567581,-0.1408430617256683,0.5805548804868799,0.3159095277542787,-0.09320119262355125,-0.7512655364461662,57,42,Footwear,Male,Colorado
-1.5077758215705523,-0.0533142412273077,0.16437530824907728,0.4142275744562334,0.3583046309546626,-0.22045835871739292,0.673449007147688,0.3922166300296847,0.016134914162632574,-0.3657319976239685,49,69,Outerwear,Male,Vermont
-1.4267653751051759,-0.40134719020872034,-0.37734572464305344,0.20771925565792435,1.0619183577419422,0.6403604079866085,0.7280120885843447,0.3813621204227731,-0.5791999073110101,0.6664895413677252,50,62,Clothing,Male,Michigan
-1.4697623377313311,-1.4977676444269612,-0.3084237797180893,-1.1387733564489468,-0.01752028990406737,-0.7960236560764361,-0.2148364400031566,0.16306579097108495,-0.07590790762200336,-0.13049696278309716,28,48,Accessories,Male,Nevada
-1.6008737023937325,-0.6177605680919349,1.258202316997025,-0.5655641608837685,-0.591051662367594,-0.15663715328617855,0.6157325953262709,0.3545088685037093,-0.07458363096996273,-0.7575577896863672,38,68,Footwear,Male,Indiana
-1.4572983332238219,-0.4416801277541704,-1.902766334462724,-0.052479987716348736,0.18609381159616997,-0.8260584904080185,-0.3268178747872761,0.35116444639968325,-0.4803972909478673,0.7716762548752159,33,36,Accessories,Male,Michigan
-1.5574827494811763,-0.3509330805763998,-0.29531272512642476,0.5086461461605528,-0.9682177336499461,0.6191384963279906,-0.2694559106877583,0.307442149497845,-0.4603961613266597,0.8985267789193501,30,63,Clothing,Male,California
-1.5893099166581628,-0.32044888672255156,0.26878253232016913,-1.4363730057620168,0.06155723261195752,-0.1083044254189748,-0.3259981629143127,0.3514462647980477,-0.0539590793611144,-0.6750895077295955,43,39,Footwear,Male,Oklahoma
-1.4972784170593758,-0.32684061316623186,0.32245419951554444,0.7400185023976023,-0.00036996684325707636,-0.1964586860745527,0.6433056261594385,0.5839918285552534,0.9429620190114034,-0.13234107554071128,43,78,Footwear,Male,Iowa
-1.3942039386177227,-1.8999667557555138,1.3546449862838232,0.27277163819459965,0.3910361703667935,-0.053195856406626774,-0.7713719723993844,0.4703631314143183,-0.010885261870087516,-0.9621838716680828,36,99,Footwear,Male,Rhode Island
-1.6045277189030003,-0.5126010241534698,0.20665687290247,-1.896943851968491,-0.3904543010764853,0.7847773111793581,-0.6025976862099173,0.5444760303864695,-0.6594851673361214,0.7102140002737247,36,31,Clothing,Male,Washington
-1.6149924568635121,1.4560915681338626,-0.7191547378414699,0.45255936208469116,0.7802699238550967,-0.23862184314060797,0.6436011089590888,0.457319133761543,0.828429878675096,0.004040873042805045,64,45,Footwear,Male,Florida
-1.550861394584258,1.1886764278681685,-1.7710088805946458,0.2686198694055091,1.0351804252876162,0.5938276887779422,-0.281026380548039,0.1741282419393045,-0.41670724243865137,0.7614371298395359,59,30,Clothing,Male,South Carolina
-1.6610475640400044,1.3595577440783733,-0.9983519792583082,-0.5113535930561032,0.1675774951383702,-0.2872645965929944,0.6474812119089893,0.5008839033394283,-0.07423983955655958,-0.46929769468219573,55,24,Footwear,Male,West Virginia
-1.5881806034761863,0.30183058283797387,-0.8216142169221199,-1.2395977383063261,-0.12559814706682804,-0.21477189679408035,0.6322213667541448,0.43438868467168174,-0.12298527938302317,-0.9089359980051464,42,22,Footwear,Male,Missouri
-1.4251561181394279,-0.29308980698439324,0.042214278322861606,-0.14383227373887728,1.8471446933994082,0.804168382686182,-0.5794106907292124,0.24881036517847444,0.7730681980748879,0.18903285319493573,61,63,Clothing,Male,Maine
-1.720140169624898,0.8578606392786485,-0.5037378854208555,0.15740122397719608,-2.1729833940949925,-0.8958410612306217,0.5644823186855394,0.30037176574942953,-0.45049105587194604,0.821285428256882,28,40,Accessories,Male,Georgia
-1.6626781057249231,0.719276490121506,0.5774548412392476,-2.344255273360307,1.0404643008156116,0.7219192822548541,0.8288165500677916,0.15739245076523295,0.6703770517323167,0.23029586381033262,65,20,Clothing,Male,Maine
-1.643401281922858,-0.0435724277316919,-1.0561131913225477,-1.2415668287424533,-1.1379844290366607,-0.8275969089743561,-0.4121426927128571,-0.2160457161365772,-0.1994868719636137,-0.5249962423150383,27,20,Accessories,Male,Illinois
-1.4363253801045848,-0.9105878206779568,0.08003909894544621,0.6456650465760626,0.45005526287408243,0.7403392827084444,-0.6057707669209242,0.565660749300371,-0.1317007611540388,-0.26187227674656516,41,80,Clothing,Male,Delaware
-1.3793341954462603,-1.7681745977247012,0.051900708905188726,0.8404720189830035,-0.6494540614088832,0.5726892559919388,0.7073507765802938,0.4294677987818972,-0.5278003327583322,0.729720163661457,21,87,Clothing,Male,West Virginia
-1.4790347039573128,0.819888385102367,-1.1917032556543217,0.4900623448686409,1.31442592060242,0.6921130497552481,-0.6368551071041888,0.5766728753118036,-0.5138559487831847,0.521119852375401,61,46,Clothing,Male,Hawaii
-1.391685390922482,-1.348807690759396,-2.0913068223509863,0.3180222409241416,-0.2411544680809843,-0.6985414230594861,-0.8733101588292806,0.02311117628743692,-0.42230797835798073,-0.6734591205553964,19,49,Accessories,Male,New York
-1.6076823485697884,-0.531082600698537,0.37863950279991676,0.12998686001659346,-1.8423238048483066,-0.909646781913225,0.5890817545906066,0.3305092782126948,-0.5280115197539624,0.7374500011640774,22,65,Accessories,Male,New Mexico
-1.6831027352049113,0.8707779941575151,1.731018581950962,-0.5969699739246351,0.22526190677169095,0.7146490321979743,-0.23633761130477476,-0.08956536990047609,-0.2855042648135557,-0.5445527701372114,64,62,Clothing,Male,Indiana
-1.3722336688571004,-1.9687334545137833,-0.49566240554598795,-0.2956269227592279,0.561741701730072,-0.6631575805812188,-0.7405716544197108,0.19553031156407302,0.6642120979936156,0.1844280448262254,28,67,Accessories,Male,Kentucky
-1.5396352704219316,0.24452947342447554,-1.573425285718964,0.44526261779011683,-0.5626346980492171,0.6788114133803639,-0.6878533168389359,0.46268563674871593,-0.3887046219985936,0.7214404615912839,34,41,Clothing,Male,West Virginia
-1.7353643068217155,2.015597337827903,0.19687718033834353,0.5045890542148416,-0.44624710138199475,-0.1337192500595174,-0.7732288324217886,0.8916944593473684,-0.2285375885213342,0.4812082410394887,61,49,Footwear,Male,North Dakota
-1.3663214693911434,-1.2997417082138174,-0.5190851658939455,2.2175585869782246,-0.6157133829632904,0.540548128554675,0.6159446712122463,0.3405902220800887,-0.5569454809657207,0.6745920783453905,24,100,Clothing,Male,Oregon
-1.433093697661392,-1.7707950866226594,-0.6178871740789814,-0.700660659873922,-0.42961121717683715,-0.7559703310236792,-0.7089560370342173,0.3380229144754171,-0.16843244576509372,-0.24279388634303117,19,54,Accessories,Male,Minnesota
-1.464426592260789,-0.4622604091576301,0.5633605237269095,0.7435748167150654,0.8097529030999463,-0.7981738685641977,0.6357479759054734,0.16283838111818572,0.7329675912376179,0.15141459892802944,51,84,Accessories,Male,South Carolina
-1.7164490242843866,0.6750298287806855,0.24735762400108538,-0.5959560376061049,-1.5859803200306761,0.8239824624258516,-0.6648476101814632,0.2250988495454915,-0.44027432942236494,-0.6149003573684786,36,41,Clothing,Male,Vermont
-1.6363287695927384,1.528406850928401,0.7384011609876185,1.962405923447545,0.09399399887922189,-0.8676873052124985,0.5657088208690928,-0.029285724742191488,0.8324705470856427,0.18808433176127853,65,88,Accessories,Male,Minnesota
-1.4048935280909443,-1.0797739659110508,-0.5587569575809139,-1.3971970009540606,1.5227311984624508,-0.2082368249578135,0.740724498615584,0.3951840626836058,0.9539637164348628,-0.08602647463442653,46,40,Footwear,Male,Delaware
-1.656985312324034,0.6171436779984697,1.2232653017032757,-1.6717565884139072,0.2511099087417355,0.6556605895774704,0.8657165800498334,0.43751981553384217,-0.23799978767302343,-0.33196353180872784,59,39,Clothing,Male,Pennsylvania
-1.7392213572545852,1.3546572519009847,-0.12267262866803991,-0.3262031156600112,-0.6302834918307076,-0.13583876922508584,0.61811100739233,0.2548864304545157,0.7772385544728833,0.15550415512746402,51,37,Outerwear,Male,Iowa
-1.4816291472016143,-0.7249486135263897,0.40603264083384333,-1.158376654811994,1.120615961999085,0.7780089235327138,-0.2609026916465643,-0.049514273448973356,-0.3889690617103848,-0.4359814921219571,51,52,Clothing,Male,New Jersey
-1.6924546031470662,-0.35087907767999665,-0.10858927772612101,-1.8653464864986375,-1.8668135964735788,0.8362367882076812,-0.6811602074170497,0.18846244161733725,-0.47460193811413587,-0.598760544158409,21,23,Clothing,Male,South Carolina
-1.5834557475820956,-0.27010138852643895,0.7087434419882105,1.23961135760076,-1.1195802320747714,-0.19068271378768237,-0.42503594409791046,0.21184386944145397,0.042471430013109886,-0.5546631451585158,34,88,Footwear,Male,Maryland
-1.311038739756704,-1.530119324925237,-0.5830409718857114,1.0820458613238029,0.4948054612295599,0.6103705434847435,0.6867781163301246,0.386414826996906,-0.5400124522995702,0.6227413165445337,32,84,Clothing,Male,California
-1.6039167113167376,0.7599472257499478,-0.8555537839386488,-0.14900092130098866,-0.06744738184221855,-0.13750472630131394,-0.2906600409300266,0.09447660019373894,-0.09626672374724837,-0.6885681453723154,48,37,Outerwear,Male,Montana
-1.6826562220278891,0.9651362384401714,0.37186100261826655,-0.09659614050636779,-0.5504752798297026,-0.11357210255041943,-0.7320503182175015,0.7354626066071054,-0.2930241177133579,0.501618027890508,50,51,Footwear,Male,Vermont
-1.5131177803416977,-1.1770691709467087,0.5941703530438516,0.10058161789627156,-0.964948098335116,0.8258792550806078,-0.7015270775610004,0.19311790878123777,-0.36639597344291813,-0.6513365922094347,26,76,Clothing,Male,Texas
-1.4972917033545214,-0.33957542648108263,0.37001515605205626,-0.5651129848695637,1.4031716793153424,-0.022213784073176923,-0.6632122082386894,0.5687052907296739,0.9384524878576079,-0.0495016538148013,57,60,Footwear,Male,North Carolina
-1.3822651246347621,-0.5266408216119195,0.26944075045713345,0.011684303123862531,2.357322008200264,-0.7238149852515059,-0.7237178948822767,0.287659780727454,-0.5574002950055398,0.5008270958115548,65,72,Accessories,Male,Florida
-1.5892934418733684,0.9836570196157153,-0.5770626138006122,0.13823139468494872,0.40927538446713363,0.8012611312891785,-0.5790104465865452,0.406252492250065,0.7035794055537863,0.04044743200644317,56,45,Clothing,Male,West Virginia
-1.4098713753880108,-1.2874671356987626,0.5348080242579908,0.3432169068113134,0.898715206039361,-0.14249690451626745,-0.3451046499124633,0.37266265282201577,-0.3047565684724131,0.7592541139554925,44,84,Outerwear,Male,Illinois
-1.5368564318605187,0.5106053796006794,-1.1653452587034463,0.5772226758438361,0.5064072160906075,0.6137997171635767,-0.24778858606204923,0.16775058117218697,-0.06657735531879067,-0.03156551860785347,50,49,Clothing,Male,Virginia
-1.6946273664764733,0.6041001157421451,-0.8706623521469565,-0.8380447309849977,-1.8510597343734787,0.7163028859385859,-0.11046888255416373,0.24647752428311795,0.7838923359862613,0.26600675727231526,27,22,Clothing,Male,Virginia
-1.7271712053340535,0.7352830383800251,0.9605516946116741,-0.7718221416225505,-0.7300363655820492,-0.12161478396894719,0.6283954748126092,0.16692133347426116,-0.1896417982375008,-0.6705019365846978,49,48,Outerwear,Male,Wyoming
-1.6626306204810832,1.1218633175261714,-0.5912065440893663,-0.11372301340126255,-0.4006187442588641,0.657432028137635,0.7043426206662372,0.09829528697742895,0.6534661548457985,0.24996777598513792,49,37,Clothing,Male,South Carolina
-1.7689833868691314,1.961707537977502,-0.41667579721322995,-0.3065200177113782,-0.9515604327359114,-0.11086431117628129,-0.7407413839574749,0.5501848104040195,-0.41682568589050667,0.6626726642675833,52,27,Outerwear,Male,Connecticut
-1.4982017545959967,-1.550863601267222,1.020795347404389,-0.29128993753763116,-0.6656392634696835,-0.11469547681393588,-0.21887768007088376,0.3943567526502601,1.0205244851952224,0.07625138889675578,27,79,Footwear,Male,Illinois
-1.357442148133275,-1.1729568259310044,0.7837466742034169,0.8986907249797701,1.5521016216410093,0.7437366739727257,-0.22174624515148453,0.037251037088563976,0.8283154215268068,0.2849826338564221,53,98,Clothing,Male,Alabama
-1.5649572928379043,-0.21938078942411768,-0.24133367268885084,0.48377485570609574,-0.7174805029205049,-0.2249366878843167,-0.35448712730933907,0.5617305405850325,0.09769656094656465,-0.2970085589567407,34,64,Footwear,Male,Washington
-1.7451650471274487,0.6480784324168654,-0.09559786508506521,-0.8964315631688483,-1.65147670821846,-0.09235572234326862,-0.674028670171157,0.6056130485955967,-0.020717294612880348,-0.14939432738891315,33,32,Outerwear,Male,Alabama
-1.6454414189509226,1.1776631596895666,1.2395353839161738,0.6862595806726,-0.13304419791379196,0.6527900859374659,0.6734431612621504,0.18900753621667557,-0.35510155582956676,-0.6799479914714457,62,74,Clothing,Male,New Mexico
-1.5740769102463068,0.47168060619829216,-0.9998105011365056,0.6128090377505302,-0.6712002238056934,-0.2337606345360449,0.5695591653059198,0.3345315722580298,-0.25516200990864424,-0.7279493196098319,38,50,Outerwear,Male,Nevada
-1.5938519515610092,-0.7602917586140603,1.1239104315340807,-0.7658532615271576,-0.6369284145744514,-0.7572237177632924,0.5516857069331059,-0.03202290348795067,-0.30650409145439744,-0.5679455108133633,36,64,Accessories,Male,Nebraska
-1.6643873729350516,0.19824924178220035,-0.5805149577702124,-0.9006044010407991,-1.189601622881931,-0.8325161902923133,-0.35190120174619977,0.2474112295772273,-0.4230753972004148,0.9076264820282252,31,29,Accessories,Male,Arizona
-1.5023258653897429,0.581191024169809,-0.5079724412307988,0.7186646607728824,1.2982525372231124,-0.9318036776724206,0.6380046684803499,0.1745593275628778,-0.07770406371994401,-0.40151630889713774,62,62,Accessories,Male,Georgia
-1.480115522316484,-0.5972215242562489,-0.26805075466704636,1.1930240349947179,-0.8724998924597824,-0.20299480527836383,-0.3061134456198735,0.4052667281739098,-0.22365465891509373,0.699800237036136,29,78,Outerwear,Male,Idaho
-1.3622904121452308,-1.5674162247772097,-0.15490608909526346,1.4628515875573669,-0.4611563151095877,0.5778759366801953,0.6970159919552964,0.32732472140692664,-0.5154893363832599,0.6254919467706925,24,94,Clothing,Male,Missouri
-1.5261055440953668,0.8236709408216385,-0.4104324178034812,0.690026628544937,1.1532447137319057,-0.8222202848165217,0.5565750487675246,-0.12317612817569723,-0.3462848798899758,-0.6723291174185266,63,59,Accessories,Male,Florida
-1.6754775514270663,1.3761284624682926,-0.2182079003930004,0.2734065619665645,-0.12866699396770157,-0.25614020065558235,0.6488061309394229,0.5838348372458614,0.03801563882754851,-0.46439039283425926,56,47,Footwear,Male,Minnesota
-1.6045934786897738,0.2905389488955893,1.502220480847879,-1.0655382756544742,0.8640163976868009,-0.7786941804749449,0.6783889500517167,0.35670659214713774,-0.6336775340253259,0.7129541329324938,63,57,Accessories,Male,Maine
-1.4087575016559986,-1.8118629975519476,1.1801360355266053,-0.1385832786307485,0.7195690565617086,-0.03254617320357489,-0.7527279367057531,0.2714818915182765,-0.1894986450336851,-0.708327494505659,40,90,Outerwear,Male,Montana
-1.5485880307885918,-0.49457161776579045,-0.8877640642680115,0.7679431549369037,-1.707092671399321,0.6327561231657235,0.7388474200835262,0.2994819791899776,0.8022126057580282,0.17736494845584955,18,60,Clothing,Male,Alaska
-1.6609330690383926,0.6922673662015273,0.9206888921716966,0.899953656187329,-0.5734256623302959,-0.11116855464040899,-0.8050217457638181,0.8021960724066659,-0.1845129949503855,0.5323368989324997,50,77,Footwear,Male,Iowa
-1.6110306474278093,1.6386052628333372,-0.7212729379969038,0.3774085040427198,0.7953479373836846,-0.8587726682644483,0.5504430563462673,0.22932521514850018,-0.5364891358598038,0.5870086236059462,66,41,Accessories,Male,Arizona
-1.4601384329782983,-0.7871026799491508,-1.5326122124384713,0.2234493812505176,-0.3754154020301432,-0.7643815591259873,-0.7883510639703437,0.5321688050453092,-0.5111291331694591,0.6979969741383112,25,48,Accessories,Male,Louisiana
-1.5874237252350767,1.5044954774406625,-0.2857491020877795,1.3300192149767165,0.5899288011573357,-0.303887132823311,0.5769260146534558,0.37446378662709773,-0.43225392614495933,0.4761096544598607,65,65,Outerwear,Male,Alabama
-1.6511085404768773,0.8077833467569199,0.632403321537151,0.22654872214057054,-0.27215719668454397,0.5972686928761842,0.726959580748504,0.3501106984572458,-0.24221043754011734,-0.1402713083814591,53,62,Clothing,Male,Missouri
-1.387593506878496,-0.7501766448834177,1.2762908081694961,0.8324097260329936,1.7162095454180342,-0.2284074374390995,0.6200313014241295,0.62794096655232,-0.3180688361342228,0.465197159511711,61,99,Footwear,Male,Idaho
-1.613437538307595,1.2621457128201585,0.311267991138483,0.35547450598537694,0.7160453942909991,0.6721758004241588,0.6974362109176812,-0.011659909368329613,-0.4709892246200673,-0.7259163523311873,67,58,Clothing,Male,Florida
-1.4961549014229505,0.055993868935836494,-0.4720855106820963,-0.6832717401840862,1.5862077574539288,-0.7261362537038765,-0.7071760680938153,0.444861268274856,-0.5366622738622153,0.6119786650494834,59,43,Accessories,Male,Idaho
-1.3555290538815008,-0.766659620858848,-0.20405765194427442,1.514461429307637,1.7570048078057898,-0.25433480980362444,0.6019725498998387,0.39089173541946026,1.0373841179848662,-0.04706376711586437,55,93,Footwear,Male,Alabama
-1.5435271683161005,-0.4959470349202587,-1.3045107279738857,0.4277843804597114,-1.289994342923073,0.6263344135041861,-0.3567814976176036,-0.07914987812924151,-0.35930194218249023,-0.39746715249347836,21,50,Clothing,Male,New Hampshire
-1.5275983080521787,-0.46761434587115575,1.193606706407095,0.5781197597149642,-0.20097197979049392,0.7381748056991411,-0.601124770590338,0.5622906013934952,-0.12993927901074454,-0.3936695287751646,44,88,Clothing,Male,Utah
-1.702184092671423,1.2918029683738603,1.0888927524918657,-1.5065495018375819,0.27409232376337467,0.7034176041740553,0.7565106004711603,0.35949823675369613,-0.5534117521213564,0.6851141657861062,65,33,Clothing,Male,Alabama
-1.4192363110526514,-0.29315603756033337,1.3066498712742813,1.0672717849911881,1.5856273564294423,0.6945713831367629,-0.15371811110962258,0.32487208954609453,-0.5526011944679375,0.7524996766114858,65,99,Clothing,Male,Iowa
-1.6002057393358842,0.4501397693153237,0.9344952289811236,0.536488318935289,0.024797944165925137,-0.10224138685219988,-0.18443053725243946,0.43905081015716163,0.8526914326633186,0.10315158159879467,54,76,Outerwear,Male,Kentucky
-1.4650645353190466,-0.8137190812836758,1.629847281990772,0.4359232737865445,1.096550643955432,-0.7417887321029499,-0.2339149455073518,0.17007893695884288,-0.2718855525767417,-0.2207246317823218,56,97,Accessories,Male,South Carolina
-1.5271064611153704,0.6653481151907017,-0.048396018814613376,0.9074661822167455,0.592137723215978,0.5931701297705019,0.7600720952703758,0.25178402648599985,-0.0967405026685991,-0.2912007609555356,58,68,Clothing,Male,California
-1.4184554139448269,-0.9220746932197555,1.0462921391440272,-0.20210696014830537,1.3099910877621592,-0.07516588881492345,-0.686376577831611,0.8997125230158021,-0.291013572403216,0.30979852346195913,54,79,Footwear,Male,Maine
-1.5148901505826204,-0.3683097365633304,2.061930408954033,-0.1484541146858822,0.6859937957633806,0.6330527406006764,0.7405826029557848,0.3296041343358135,-0.5021832304256657,0.5807129465512191,58,86,Clothing,Male,Nebraska
-1.3381294951458953,-1.557019342886588,0.21134680123902505,-0.5937910148887598,1.7165456824628373,-0.7496273244582147,0.5748352215707858,-0.05184720766601597,-0.35332550649319827,-0.6703236668594803,48,68,Accessories,Male,Washington
-1.5837812006791483,-0.6275766577178229,-0.12296132573518334,-0.29801195168867806,-1.807711686467849,0.5751174228723971,0.711867257383874,0.4174785295568396,-0.5427534420989423,0.7606496434315115,19,52,Clothing,Male,Alabama
-1.4463863481855397,-0.26581326021380186,1.5715687768016338,0.3153420507378795,1.8585149760674604,-0.21697548432708424,0.6532523254012664,0.5951458934166214,-0.3506607993211281,0.3890853600163193,69,90,Footwear,Male,Maine
-1.7179069305749646,1.4103473853446,0.7637128036501669,-0.6910343204370567,-0.38960663846450877,-0.16541500949108429,0.6516142728029765,0.47144493197063086,-0.13110577580823035,-0.8330419868591004,58,41,Footwear,Male,California
-1.3740795207666356,-0.906059244993458,0.07264295721049072,0.5608361706078718,1.2250747198474319,0.6455561221123222,0.8036261061749547,0.2530420227763162,0.771907891809006,-0.01665586692588475,49,80,Clothing,Male,Iowa
-1.382629389936708,-0.9626877258979941,-0.6432846073204125,2.4202389045119834,-0.17393217975958133,0.6546951813147154,-0.2891726742512171,-0.04291624922499043,-0.22385207047103362,-0.6522885485746968,32,100,Clothing,Male,Iowa
-1.3150482995565818,-2.009445042672303,-0.006454767154808368,-0.24757526855573697,1.5301780810005423,-0.03325606309563589,-0.6454136635323449,0.3636833135652758,0.8064555355314826,-0.027487495760365476,40,77,Outerwear,Male,Colorado
-1.5345767991188795,-1.0900076903840934,0.6683549411058701,0.18311731571972495,-1.1568516078690094,0.7645315283563885,-0.6250659620331445,0.3046114425437643,0.8597286559808481,0.06708219092840699,25,78,Clothing,Male,California
-1.4265085429370603,-0.3919776365476846,1.6574384553262813,0.3846893274072409,2.041539859606036,0.7504045246887545,0.774896268282516,0.27666235966869424,0.7013011140253517,0.11146783995072587,70,94,Clothing,Male,Indiana
